OrderId,OrderType,Начали принимать заказ,Закончили принимать заказ,Повезли клиенту / выдали в руки,ProductId,CategoryId,IsBaked,ProductPrice,ClientId
642678616,Restaurant,12:12:47,12:12:47,12:28:02,45927,1,1,639,35938016
642745536,Restaurant,12:58:38,12:59:03,13:15:47,26658,2,0,69,
642743832,Restaurant,12:57:04,12:57:56,13:16:35,36099,1,1,295,
642927920,Restaurant,14:48:58,14:50:13,14:50:30,297,4,0,25,
643174944,Delivery,17:29:30,17:29:30,17:51:19,51,1,1,425,229635
643125920,Restaurant,16:57:56,16:58:22,17:08:03,441,0,0,118,
643143584,Restaurant,17:08:51,17:09:29,17:11:10,42633,7,1,38,
642727748,Delivery,12:47:25,12:47:25,13:19:11,36489,5,0,10,44362209
642705184,Restaurant,12:31:15,12:32:00,12:32:49,18066,6,0,19,
643560896,Restaurant,21:23:06,21:23:31,21:35:39,2139,0,0,99,
643073872,Delivery,16:24:46,16:24:46,16:48:11,44469,6,1,129,526650
643233572,Delivery,18:04:48,18:04:48,18:31:05,43461,1,1,425,34152880
642952392,Delivery,15:05:39,15:05:39,15:23:37,36489,5,0,10,42899529
643128792,Delivery,17:00:18,17:00:18,17:25:16,294,4,0,25,2279846
643237932,Restaurant,18:07:22,18:07:22,18:29:32,50895,1,1,290,44380571
643146120,Restaurant,17:09:18,17:11:05,17:26:02,297,0,0,25,
642745784,Delivery,12:59:13,12:59:13,13:23:59,36489,5,0,10,5009768
642775524,Delivery,13:17:39,13:17:39,13:57:36,381,1,1,639,6649213
642777656,Restaurant,13:18:42,13:18:55,13:25:06,15501,2,0,99,
642821304,Delivery,13:45:33,13:45:33,18:53:51,441,3,1,159,380221
643094700,Delivery,16:38:01,16:38:01,16:53:53,36489,5,0,10,37971209
642942912,Delivery,14:59:44,14:59:44,16:03:47,50925,1,1,333,4753389
642696624,Restaurant,12:25:24,12:26:01,12:42:08,4833,0,0,325,
642624964,Delivery,11:28:57,11:28:57,12:02:37,126,1,1,579,18512176
642645840,Restaurant,11:44:28,11:47:14,12:03:50,4827,2,0,99,
642606800,Restaurant,11:11:54,11:12:14,11:16:30,8565,2,0,135,
643179824,Restaurant,17:32:04,17:32:15,17:32:55,2139,0,0,99,
642698676,Restaurant,12:26:08,12:27:25,12:45:03,30,1,1,699,2303034
642724340,Restaurant,12:45:03,12:45:16,12:45:37,47694,3,0,199,
643071820,Restaurant,16:22:36,16:23:24,16:23:53,35604,7,1,49,
642599936,Restaurant,11:05:18,11:05:41,11:20:54,9294,1,1,425,
642781980,Delivery,13:21:39,13:21:39,14:00:36,9294,1,1,425,5268432
642510456,Delivery,8:14:33,8:14:33,10:41:27,84,1,1,699,25467651
643498704,Delivery,20:29:27,20:29:27,20:46:22,297,0,0,25,20627733
643265764,Delivery,18:23:58,18:23:58,19:36:07,309,4,0,25,13596249
642937956,Restaurant,14:56:05,14:56:35,15:08:23,441,3,1,127,
642792556,Restaurant,13:28:08,13:28:08,14:03:24,15156,6,1,99,24426511
642677856,Restaurant,12:11:55,12:12:15,12:12:36,2133,2,0,99,
643022900,Delivery,15:51:11,15:51:11,16:13:49,24,0,0,375,19623414
643042824,Restaurant,16:03:49,16:04:15,16:14:48,45981,3,1,159,
642908300,Restaurant,14:37:44,14:37:53,14:38:06,18066,6,0,19,
642784160,Restaurant,13:21:44,13:22:56,13:38:12,381,1,1,639,6292709
642618296,Restaurant,11:21:50,11:22:52,12:16:10,45291,6,1,77,
643398676,Restaurant,19:20:26,19:20:26,20:15:20,129,0,0,699,816471
642531140,Restaurant,9:19:45,9:19:47,9:20:31,10065,2,0,99,
642658020,Delivery,11:57:08,11:57:08,12:18:09,53463,5,0,0,23612117
643289868,Restaurant,18:38:06,18:39:10,19:09:52,294,0,0,25,
643058456,Delivery,16:14:38,16:14:38,16:34:42,297,4,0,25,12312647
643391408,Delivery,19:18:54,19:18:54,20:18:13,126,0,0,579,23423664
642594084,Delivery,11:00:26,11:00:26,11:36:38,4026,0,0,375,74286
643046536,Delivery,16:06:40,16:06:40,16:21:13,50922,1,1,439,1555270
642741756,Restaurant,12:56:04,12:56:33,13:10:13,26658,2,0,59,
643041244,Restaurant,16:01:57,16:03:16,16:22:09,2031,0,0,45,
643190068,Delivery,17:38:39,17:38:39,18:21:18,276,1,1,579,307959
642731076,Restaurant,12:48:57,12:49:33,13:11:42,147,1,1,579,
642867432,Restaurant,14:13:15,14:13:19,14:13:52,35604,7,1,49,
642821752,Restaurant,13:45:13,13:45:50,13:46:03,42633,7,1,44,
643425784,Restaurant,19:36:39,19:38:30,20:23:54,18,1,1,639,
642791768,Restaurant,13:27:02,13:27:37,13:47:11,4026,1,1,375,
643549204,Restaurant,21:11:07,21:12:00,21:27:44,129,0,0,699,
642792668,Restaurant,13:27:34,13:28:14,13:48:15,129,0,0,699,
642766016,Delivery,13:11:50,13:11:50,13:48:45,36489,5,0,10,225730
642773524,Delivery,13:16:22,13:16:22,17:18:45,36489,5,0,10,16830144
642955200,Restaurant,15:07:06,15:07:22,15:18:51,384,0,0,749,
643302120,Restaurant,18:45:20,18:46:45,20:28:09,126,1,1,579,
643121360,Restaurant,16:54:50,16:55:22,17:08:15,53463,5,0,0,
643143584,Restaurant,17:08:51,17:09:29,17:11:10,42633,7,1,38,
642896300,Delivery,14:30:30,14:30:30,14:52:44,252,1,1,343,9439493
642958092,Restaurant,15:08:06,15:09:13,15:21:41,26658,2,0,47,
643476576,Delivery,20:13:21,20:13:21,21:35:53,9078,3,1,349,71195
642929892,Restaurant,14:51:11,14:51:26,14:53:59,18066,6,0,19,
643163992,Restaurant,17:22:16,17:22:39,17:24:01,18066,6,0,19,
642953604,Delivery,15:06:23,15:06:23,15:23:37,4710,3,1,179,23967056
643077284,Delivery,16:26:57,16:26:57,16:49:44,36141,1,1,245,44375177
643486228,Restaurant,20:19:07,20:20:13,20:34:07,26658,2,0,47,
643239280,Delivery,18:08:12,18:08:12,20:34:35,45903,6,0,89,14907303
642799792,Restaurant,13:32:31,13:32:31,13:56:54,48111,1,1,306,366793
642839652,Restaurant,13:56:26,13:56:42,13:57:46,26658,2,0,69,
642815012,Restaurant,13:41:36,13:41:50,13:57:49,26658,2,0,59,
642842004,Restaurant,13:57:58,13:58:07,13:58:44,18066,6,0,19,
643084624,Delivery,16:31:30,16:31:30,16:53:53,36489,5,0,10,44375779
643018000,Delivery,15:47:55,15:47:55,16:03:47,12495,1,1,639,34880048
642967112,Delivery,15:15:02,15:15:02,15:29:29,66,1,1,749,3404530
642656920,Restaurant,11:56:08,11:56:09,12:02:45,18066,6,0,19,
642506336,Delivery,7:56:59,7:56:59,8:16:30,50925,1,1,323,9858288
642607948,Restaurant,11:13:02,11:13:14,11:16:20,42633,7,1,49,
643156240,Restaurant,17:16:44,17:17:42,17:32:53,28557,3,1,69,
643266876,Restaurant,18:24:15,18:24:40,18:58:30,13680,1,1,869,
642879340,Restaurant,14:19:45,14:20:18,14:31:10,26658,2,0,51,
642701048,Delivery,12:29:02,12:29:02,12:57:57,378,1,1,425,32435347
642650340,Restaurant,11:50:09,11:50:54,12:07:47,28557,3,1,69,
642781980,Delivery,13:21:39,13:21:39,14:00:36,53319,5,0,0,5268432
642510456,Delivery,8:14:33,8:14:33,10:41:27,84,1,1,699,25467651
643317520,Restaurant,18:56:00,18:56:00,19:35:37,297,0,0,25,28546973
643265156,Delivery,18:23:39,18:23:39,19:36:07,309,4,0,25,938978
642980760,Delivery,15:23:31,15:23:31,15:37:05,52779,1,1,327,23089996
642904208,Restaurant,14:35:14,14:35:16,14:35:49,18066,6,0,19,
642677856,Restaurant,12:11:55,12:12:15,12:12:36,2133,0,0,99,
643235892,Restaurant,18:04:45,18:06:10,18:12:04,35604,7,1,49,
643031280,Restaurant,15:55:30,15:56:41,16:14:25,4836,0,0,479,
643064148,Restaurant,16:15:02,16:18:22,16:30:43,2133,0,0,99,
642807524,Restaurant,13:36:56,13:37:09,13:37:49,8565,2,0,135,
642618296,Restaurant,11:21:50,11:22:52,12:16:10,35604,7,1,43,
642502104,Delivery,7:34:13,7:34:13,9:16:48,36147,1,1,323,1644383
642624872,Restaurant,11:28:40,11:28:52,11:32:40,18066,6,0,19,
642662740,Delivery,12:00:50,12:00:50,12:18:09,36489,5,0,10,4690051
643232896,Restaurant,18:04:15,18:04:25,18:17:08,441,0,0,132,
643076548,Restaurant,16:26:16,16:26:28,16:34:41,441,0,0,159,
643090552,Delivery,16:35:20,16:35:20,17:42:43,126,0,0,579,16377121
642727872,Restaurant,12:47:21,12:47:30,13:08:53,36144,1,1,295,
643040060,Delivery,16:02:27,16:02:27,16:21:13,46095,3,1,159,356995
642767644,Delivery,13:12:53,13:12:53,13:43:43,27,1,1,465,24121000
642582436,Delivery,10:46:17,10:46:17,11:03:11,129,0,0,699,35546396
643188864,Delivery,17:37:55,17:37:55,18:21:18,45936,1,1,749,44198
642974520,Delivery,15:19:43,15:19:43,15:47:54,129,1,1,699,44371565
642898952,Restaurant,14:32:08,14:32:08,14:46:07,42633,7,1,49,11857133
